# vi: sw=20 ts=20
X:$0,0,24,S	24-bit servo cycle counter
L:$AD1	Motor 21 Z/W-Axis scale factor (cts/unit)
Y:$B39,8,16,S	Motor 22 Actual direct current
D:$B0B	Motor 22 Actual position (1/[Ixx08*32] cts)
X:$B39,8,16,S	Motor 22 Actual quadrature current
X:$B1D,0,24,S	Motor 22 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$B30,19,1	Motor 22 Amplifier-enabled status bit
Y:$B40,3,1	Motor 22 Amplifier-fault-error bit
Y:$10F2,5,1	Motor 22 autosave restored
D:$B6F	Motor 22 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$B52	Motor 22 Axis offset (cts)
Y:$B40,0,1	Motor 22 Background in-position bit
D:$B08	Motor 22 Commanded position (1/[Ixx08*32] cts)
D:$B10	Motor 22 Compensation correction (1/[Ixx08*32] cts)
Y:$B40,20,4	Motor 22 CS number
X:$B30,13,1	Motor 22 Desired-velocity-zero bit
Y:$B3C,8,16,S	Motor 22 Direct current-loop integrator output
X:$B30,15,1	Motor 22 Dwell-in-progress bit
Y:$B4E,0,24,S	Motor 22 Encoder home capture position (cts)
Y:$B40,2,1	Motor 22 Fatal-following-error bit
X:$B3F,8,16,S	Motor 22 Filter Output (16-bit DAC bits)
Y:$B40,13,1	Motor 22 Foreground in-postion bit
Y:$B40,10,1	Motor 22 Home-complete bit
Y:$B40,5,1	Motor 22 I2T fault bit
Y:$B40,15,1	Motor 22 in a CS?
Y:$B40,6,1	Motor 22 Integrated following error fault bit
X:$B30,22,1	Motor 22 Negative-end-limit-set bit
X:$B30,18,1	Motor 22 Open-loop-mode bit
Y:$B40,8,1	Motor 22 Phasing error fault bit
Y:$B40,9,1	Motor 22 Phasing search-in-progress bit
X:$B2E,8,16,S	Motor 22 PID internal filter result (16-bit DAC bits)
D:$B4C	Motor 22 Position bias (1/[Ixx08*32] cts)
X:$B30,21,1	Motor 22 Positive-end-limit-set bit
D:$B0D	Motor 22 Present master pos (1/[Ixx07*32] cts)
X:$B34,24,S	Motor 22 Present phase position (counts *Ixx70)
D:$B34	Motor 22 Present phase position (including fraction)
X:$B3C,8,16,S	Motor 22 Quadrature current-loop integrator output
X:$B30,17,1	Motor 22 Running-program bit
Y:$B40,11,1	Motor 22 Stopped-on-position-limit bit
D:$B47	Motor 22 Target (end) position (1/[Ixx08*32] cts)
L:$B57	Motor 22 Variable jog position/distance (cts)
Y:$B40,1,1	Motor 22 Warning-following error bit
L:$B4F	Motor 22 X/U/A/B/C-Axis scale factor (cts/unit)
L:$B50	Motor 22 Y/V-Axis scale factor (cts/unit)
L:$B51	Motor 22 Z/W-Axis scale factor (cts/unit)
Y:$BB9,8,16,S	Motor 23 Actual direct current
D:$B8B	Motor 23 Actual position (1/[Ixx08*32] cts)
X:$BB9,8,16,S	Motor 23 Actual quadrature current
X:$B9D,0,24,S	Motor 23 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$BB0,19,1	Motor 23 Amplifier-enabled status bit
Y:$BC0,3,1	Motor 23 Amplifier-fault-error bit
Y:$10F2,6,1	Motor 23 autosave restored
D:$BEF	Motor 23 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$BD2	Motor 23 Axis offset (cts)
Y:$BC0,0,1	Motor 23 Background in-position bit
D:$B88	Motor 23 Commanded position (1/[Ixx08*32] cts)
D:$B90	Motor 23 Compensation correction (1/[Ixx08*32] cts)
Y:$BC0,20,4	Motor 23 CS number
X:$BB0,13,1	Motor 23 Desired-velocity-zero bit
Y:$BBC,8,16,S	Motor 23 Direct current-loop integrator output
X:$BB0,15,1	Motor 23 Dwell-in-progress bit
Y:$BCE,0,24,S	Motor 23 Encoder home capture position (cts)
Y:$BC0,2,1	Motor 23 Fatal-following-error bit
X:$BBF,8,16,S	Motor 23 Filter Output (16-bit DAC bits)
Y:$BC0,13,1	Motor 23 Foreground in-postion bit
Y:$BC0,10,1	Motor 23 Home-complete bit
Y:$BC0,5,1	Motor 23 I2T fault bit
Y:$BC0,15,1	Motor 23 in a CS?
Y:$BC0,6,1	Motor 23 Integrated following error fault bit
X:$BB0,22,1	Motor 23 Negative-end-limit-set bit
X:$BB0,18,1	Motor 23 Open-loop-mode bit
Y:$BC0,8,1	Motor 23 Phasing error fault bit
Y:$BC0,9,1	Motor 23 Phasing search-in-progress bit
X:$BAE,8,16,S	Motor 23 PID internal filter result (16-bit DAC bits)
D:$BCC	Motor 23 Position bias (1/[Ixx08*32] cts)
X:$BB0,21,1	Motor 23 Positive-end-limit-set bit
D:$B8D	Motor 23 Present master pos (1/[Ixx07*32] cts)
X:$BB4,24,S	Motor 23 Present phase position (counts *Ixx70)
D:$BB4	Motor 23 Present phase position (including fraction)
X:$BBC,8,16,S	Motor 23 Quadrature current-loop integrator output
X:$BB0,17,1	Motor 23 Running-program bit
Y:$BC0,11,1	Motor 23 Stopped-on-position-limit bit
D:$BC7	Motor 23 Target (end) position (1/[Ixx08*32] cts)
L:$BD7	Motor 23 Variable jog position/distance (cts)
Y:$BC0,1,1	Motor 23 Warning-following error bit
L:$BCF	Motor 23 X/U/A/B/C-Axis scale factor (cts/unit)
L:$BD0	Motor 23 Y/V-Axis scale factor (cts/unit)
L:$BD1	Motor 23 Z/W-Axis scale factor (cts/unit)
Y:$C39,8,16,S	Motor 24 Actual direct current
D:$C0B	Motor 24 Actual position (1/[Ixx08*32] cts)
X:$C39,8,16,S	Motor 24 Actual quadrature current
X:$C1D,0,24,S	Motor 24 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$C30,19,1	Motor 24 Amplifier-enabled status bit
Y:$C40,3,1	Motor 24 Amplifier-fault-error bit
Y:$10F2,7,1	Motor 24 autosave restored
D:$C6F	Motor 24 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$C52	Motor 24 Axis offset (cts)
Y:$C40,0,1	Motor 24 Background in-position bit
D:$C08	Motor 24 Commanded position (1/[Ixx08*32] cts)
D:$C10	Motor 24 Compensation correction (1/[Ixx08*32] cts)
Y:$C40,20,4	Motor 24 CS number
X:$C30,13,1	Motor 24 Desired-velocity-zero bit
Y:$C3C,8,16,S	Motor 24 Direct current-loop integrator output
X:$C30,15,1	Motor 24 Dwell-in-progress bit
Y:$C4E,0,24,S	Motor 24 Encoder home capture position (cts)
Y:$C40,2,1	Motor 24 Fatal-following-error bit
X:$C3F,8,16,S	Motor 24 Filter Output (16-bit DAC bits)
Y:$C40,13,1	Motor 24 Foreground in-postion bit
Y:$C40,10,1	Motor 24 Home-complete bit
Y:$C40,5,1	Motor 24 I2T fault bit
Y:$C40,15,1	Motor 24 in a CS?
Y:$C40,6,1	Motor 24 Integrated following error fault bit
X:$C30,22,1	Motor 24 Negative-end-limit-set bit
X:$C30,18,1	Motor 24 Open-loop-mode bit
Y:$C40,8,1	Motor 24 Phasing error fault bit
Y:$C40,9,1	Motor 24 Phasing search-in-progress bit
X:$C2E,8,16,S	Motor 24 PID internal filter result (16-bit DAC bits)
D:$C4C	Motor 24 Position bias (1/[Ixx08*32] cts)
X:$C30,21,1	Motor 24 Positive-end-limit-set bit
D:$C0D	Motor 24 Present master pos (1/[Ixx07*32] cts)
X:$C34,24,S	Motor 24 Present phase position (counts *Ixx70)
D:$C34	Motor 24 Present phase position (including fraction)
X:$C3C,8,16,S	Motor 24 Quadrature current-loop integrator output
X:$C30,17,1	Motor 24 Running-program bit
Y:$C40,11,1	Motor 24 Stopped-on-position-limit bit
D:$C47	Motor 24 Target (end) position (1/[Ixx08*32] cts)
L:$C57	Motor 24 Variable jog position/distance (cts)
Y:$C40,1,1	Motor 24 Warning-following error bit
L:$C4F	Motor 24 X/U/A/B/C-Axis scale factor (cts/unit)
L:$C50	Motor 24 Y/V-Axis scale factor (cts/unit)
L:$C51	Motor 24 Z/W-Axis scale factor (cts/unit)
Y:$CB9,8,16,S	Motor 25 Actual direct current
D:$C8B	Motor 25 Actual position (1/[Ixx08*32] cts)
X:$CB9,8,16,S	Motor 25 Actual quadrature current
X:$C9D,0,24,S	Motor 25 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$CB0,19,1	Motor 25 Amplifier-enabled status bit
Y:$CC0,3,1	Motor 25 Amplifier-fault-error bit
Y:$10F2,8,1	Motor 25 autosave restored
D:$CEF	Motor 25 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$CD2	Motor 25 Axis offset (cts)
Y:$CC0,0,1	Motor 25 Background in-position bit
D:$C88	Motor 25 Commanded position (1/[Ixx08*32] cts)
D:$C90	Motor 25 Compensation correction (1/[Ixx08*32] cts)
Y:$CC0,20,4	Motor 25 CS number
X:$CB0,13,1	Motor 25 Desired-velocity-zero bit
Y:$CBC,8,16,S	Motor 25 Direct current-loop integrator output
X:$CB0,15,1	Motor 25 Dwell-in-progress bit
Y:$CCE,0,24,S	Motor 25 Encoder home capture position (cts)
Y:$CC0,2,1	Motor 25 Fatal-following-error bit
X:$CBF,8,16,S	Motor 25 Filter Output (16-bit DAC bits)
Y:$CC0,13,1	Motor 25 Foreground in-postion bit
Y:$CC0,10,1	Motor 25 Home-complete bit
Y:$CC0,5,1	Motor 25 I2T fault bit
Y:$CC0,15,1	Motor 25 in a CS?
Y:$CC0,6,1	Motor 25 Integrated following error fault bit
X:$CB0,22,1	Motor 25 Negative-end-limit-set bit
X:$CB0,18,1	Motor 25 Open-loop-mode bit
Y:$CC0,8,1	Motor 25 Phasing error fault bit
Y:$CC0,9,1	Motor 25 Phasing search-in-progress bit
X:$CAE,8,16,S	Motor 25 PID internal filter result (16-bit DAC bits)
D:$CCC	Motor 25 Position bias (1/[Ixx08*32] cts)
X:$CB0,21,1	Motor 25 Positive-end-limit-set bit
D:$C8D	Motor 25 Present master pos (1/[Ixx07*32] cts)
X:$CB4,24,S	Motor 25 Present phase position (counts *Ixx70)
D:$CB4	Motor 25 Present phase position (including fraction)
X:$CBC,8,16,S	Motor 25 Quadrature current-loop integrator output
X:$CB0,17,1	Motor 25 Running-program bit
Y:$CC0,11,1	Motor 25 Stopped-on-position-limit bit
D:$CC7	Motor 25 Target (end) position (1/[Ixx08*32] cts)
L:$CD7	Motor 25 Variable jog position/distance (cts)
Y:$CC0,1,1	Motor 25 Warning-following error bit
L:$CCF	Motor 25 X/U/A/B/C-Axis scale factor (cts/unit)
L:$CD0	Motor 25 Y/V-Axis scale factor (cts/unit)
L:$CD1	Motor 25 Z/W-Axis scale factor (cts/unit)
Y:$D39,8,16,S	Motor 26 Actual direct current
D:$D0B	Motor 26 Actual position (1/[Ixx08*32] cts)
X:$D39,8,16,S	Motor 26 Actual quadrature current
X:$D1D,0,24,S	Motor 26 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$D30,19,1	Motor 26 Amplifier-enabled status bit
Y:$D40,3,1	Motor 26 Amplifier-fault-error bit
Y:$10F2,9,1	Motor 26 autosave restored
D:$D6F	Motor 26 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$D52	Motor 26 Axis offset (cts)
Y:$D40,0,1	Motor 26 Background in-position bit
D:$D08	Motor 26 Commanded position (1/[Ixx08*32] cts)
D:$D10	Motor 26 Compensation correction (1/[Ixx08*32] cts)
Y:$D40,20,4	Motor 26 CS number
X:$D30,13,1	Motor 26 Desired-velocity-zero bit
Y:$D3C,8,16,S	Motor 26 Direct current-loop integrator output
X:$D30,15,1	Motor 26 Dwell-in-progress bit
Y:$D4E,0,24,S	Motor 26 Encoder home capture position (cts)
Y:$D40,2,1	Motor 26 Fatal-following-error bit
X:$D3F,8,16,S	Motor 26 Filter Output (16-bit DAC bits)
Y:$D40,13,1	Motor 26 Foreground in-postion bit
Y:$D40,10,1	Motor 26 Home-complete bit
Y:$D40,5,1	Motor 26 I2T fault bit
Y:$D40,15,1	Motor 26 in a CS?
Y:$D40,6,1	Motor 26 Integrated following error fault bit
X:$D30,22,1	Motor 26 Negative-end-limit-set bit
X:$D30,18,1	Motor 26 Open-loop-mode bit
Y:$D40,8,1	Motor 26 Phasing error fault bit
Y:$D40,9,1	Motor 26 Phasing search-in-progress bit
X:$D2E,8,16,S	Motor 26 PID internal filter result (16-bit DAC bits)
D:$D4C	Motor 26 Position bias (1/[Ixx08*32] cts)
X:$D30,21,1	Motor 26 Positive-end-limit-set bit
D:$D0D	Motor 26 Present master pos (1/[Ixx07*32] cts)
X:$D34,24,S	Motor 26 Present phase position (counts *Ixx70)
D:$D34	Motor 26 Present phase position (including fraction)
X:$D3C,8,16,S	Motor 26 Quadrature current-loop integrator output
X:$D30,17,1	Motor 26 Running-program bit
Y:$D40,11,1	Motor 26 Stopped-on-position-limit bit
D:$D47	Motor 26 Target (end) position (1/[Ixx08*32] cts)
L:$D57	Motor 26 Variable jog position/distance (cts)
Y:$D40,1,1	Motor 26 Warning-following error bit
L:$D4F	Motor 26 X/U/A/B/C-Axis scale factor (cts/unit)
L:$D50	Motor 26 Y/V-Axis scale factor (cts/unit)
L:$D51	Motor 26 Z/W-Axis scale factor (cts/unit)
Y:$DB9,8,16,S	Motor 27 Actual direct current
D:$D8B	Motor 27 Actual position (1/[Ixx08*32] cts)
X:$DB9,8,16,S	Motor 27 Actual quadrature current
X:$D9D,0,24,S	Motor 27 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$DB0,19,1	Motor 27 Amplifier-enabled status bit
Y:$DC0,3,1	Motor 27 Amplifier-fault-error bit
Y:$10F2,10,1	Motor 27 autosave restored
D:$DEF	Motor 27 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$DD2	Motor 27 Axis offset (cts)
Y:$DC0,0,1	Motor 27 Background in-position bit
D:$D88	Motor 27 Commanded position (1/[Ixx08*32] cts)
D:$D90	Motor 27 Compensation correction (1/[Ixx08*32] cts)
Y:$DC0,20,4	Motor 27 CS number
X:$DB0,13,1	Motor 27 Desired-velocity-zero bit
Y:$DBC,8,16,S	Motor 27 Direct current-loop integrator output
X:$DB0,15,1	Motor 27 Dwell-in-progress bit
Y:$DCE,0,24,S	Motor 27 Encoder home capture position (cts)
Y:$DC0,2,1	Motor 27 Fatal-following-error bit
X:$DBF,8,16,S	Motor 27 Filter Output (16-bit DAC bits)
Y:$DC0,13,1	Motor 27 Foreground in-postion bit
Y:$DC0,10,1	Motor 27 Home-complete bit
Y:$DC0,5,1	Motor 27 I2T fault bit
Y:$DC0,15,1	Motor 27 in a CS?
Y:$DC0,6,1	Motor 27 Integrated following error fault bit
X:$DB0,22,1	Motor 27 Negative-end-limit-set bit
X:$DB0,18,1	Motor 27 Open-loop-mode bit
Y:$DC0,8,1	Motor 27 Phasing error fault bit
Y:$DC0,9,1	Motor 27 Phasing search-in-progress bit
X:$DAE,8,16,S	Motor 27 PID internal filter result (16-bit DAC bits)
D:$DCC	Motor 27 Position bias (1/[Ixx08*32] cts)
X:$DB0,21,1	Motor 27 Positive-end-limit-set bit
D:$D8D	Motor 27 Present master pos (1/[Ixx07*32] cts)
X:$DB4,24,S	Motor 27 Present phase position (counts *Ixx70)
D:$DB4	Motor 27 Present phase position (including fraction)
X:$DBC,8,16,S	Motor 27 Quadrature current-loop integrator output
X:$DB0,17,1	Motor 27 Running-program bit
Y:$DC0,11,1	Motor 27 Stopped-on-position-limit bit
D:$DC7	Motor 27 Target (end) position (1/[Ixx08*32] cts)
L:$DD7	Motor 27 Variable jog position/distance (cts)
Y:$DC0,1,1	Motor 27 Warning-following error bit
L:$DCF	Motor 27 X/U/A/B/C-Axis scale factor (cts/unit)
L:$DD0	Motor 27 Y/V-Axis scale factor (cts/unit)
L:$DD1	Motor 27 Z/W-Axis scale factor (cts/unit)
Y:$E39,8,16,S	Motor 28 Actual direct current
D:$E0B	Motor 28 Actual position (1/[Ixx08*32] cts)
X:$E39,8,16,S	Motor 28 Actual quadrature current
X:$E1D,0,24,S	Motor 28 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$E30,19,1	Motor 28 Amplifier-enabled status bit
Y:$E40,3,1	Motor 28 Amplifier-fault-error bit
Y:$10F2,11,1	Motor 28 autosave restored
D:$E6F	Motor 28 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$E52	Motor 28 Axis offset (cts)
Y:$E40,0,1	Motor 28 Background in-position bit
D:$E08	Motor 28 Commanded position (1/[Ixx08*32] cts)
D:$E10	Motor 28 Compensation correction (1/[Ixx08*32] cts)
Y:$E40,20,4	Motor 28 CS number
X:$E30,13,1	Motor 28 Desired-velocity-zero bit
Y:$E3C,8,16,S	Motor 28 Direct current-loop integrator output
X:$E30,15,1	Motor 28 Dwell-in-progress bit
Y:$E4E,0,24,S	Motor 28 Encoder home capture position (cts)
Y:$E40,2,1	Motor 28 Fatal-following-error bit
X:$E3F,8,16,S	Motor 28 Filter Output (16-bit DAC bits)
Y:$E40,13,1	Motor 28 Foreground in-postion bit
Y:$E40,10,1	Motor 28 Home-complete bit
Y:$E40,5,1	Motor 28 I2T fault bit
Y:$E40,15,1	Motor 28 in a CS?
Y:$E40,6,1	Motor 28 Integrated following error fault bit
X:$E30,22,1	Motor 28 Negative-end-limit-set bit
X:$E30,18,1	Motor 28 Open-loop-mode bit
Y:$E40,8,1	Motor 28 Phasing error fault bit
Y:$E40,9,1	Motor 28 Phasing search-in-progress bit
X:$E2E,8,16,S	Motor 28 PID internal filter result (16-bit DAC bits)
D:$E4C	Motor 28 Position bias (1/[Ixx08*32] cts)
X:$E30,21,1	Motor 28 Positive-end-limit-set bit
D:$E0D	Motor 28 Present master pos (1/[Ixx07*32] cts)
X:$E34,24,S	Motor 28 Present phase position (counts *Ixx70)
D:$E34	Motor 28 Present phase position (including fraction)
X:$E3C,8,16,S	Motor 28 Quadrature current-loop integrator output
X:$E30,17,1	Motor 28 Running-program bit
Y:$E40,11,1	Motor 28 Stopped-on-position-limit bit
D:$E47	Motor 28 Target (end) position (1/[Ixx08*32] cts)
L:$E57	Motor 28 Variable jog position/distance (cts)
Y:$E40,1,1	Motor 28 Warning-following error bit
L:$E4F	Motor 28 X/U/A/B/C-Axis scale factor (cts/unit)
L:$E50	Motor 28 Y/V-Axis scale factor (cts/unit)
L:$E51	Motor 28 Z/W-Axis scale factor (cts/unit)
Y:$EB9,8,16,S	Motor 29 Actual direct current
D:$E8B	Motor 29 Actual position (1/[Ixx08*32] cts)
X:$EB9,8,16,S	Motor 29 Actual quadrature current
X:$E9D,0,24,S	Motor 29 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$EB0,19,1	Motor 29 Amplifier-enabled status bit
Y:$EC0,3,1	Motor 29 Amplifier-fault-error bit
Y:$10F2,12,1	Motor 29 autosave restored
D:$EEF	Motor 29 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$ED2	Motor 29 Axis offset (cts)
Y:$EC0,0,1	Motor 29 Background in-position bit
D:$E88	Motor 29 Commanded position (1/[Ixx08*32] cts)
D:$E90	Motor 29 Compensation correction (1/[Ixx08*32] cts)
Y:$EC0,20,4	Motor 29 CS number
X:$EB0,13,1	Motor 29 Desired-velocity-zero bit
Y:$EBC,8,16,S	Motor 29 Direct current-loop integrator output
X:$EB0,15,1	Motor 29 Dwell-in-progress bit
Y:$ECE,0,24,S	Motor 29 Encoder home capture position (cts)
Y:$EC0,2,1	Motor 29 Fatal-following-error bit
X:$EBF,8,16,S	Motor 29 Filter Output (16-bit DAC bits)
Y:$EC0,13,1	Motor 29 Foreground in-postion bit
Y:$EC0,10,1	Motor 29 Home-complete bit
Y:$EC0,5,1	Motor 29 I2T fault bit
Y:$EC0,15,1	Motor 29 in a CS?
Y:$EC0,6,1	Motor 29 Integrated following error fault bit
X:$EB0,22,1	Motor 29 Negative-end-limit-set bit
X:$EB0,18,1	Motor 29 Open-loop-mode bit
Y:$EC0,8,1	Motor 29 Phasing error fault bit
Y:$EC0,9,1	Motor 29 Phasing search-in-progress bit
X:$EAE,8,16,S	Motor 29 PID internal filter result (16-bit DAC bits)
D:$ECC	Motor 29 Position bias (1/[Ixx08*32] cts)
X:$EB0,21,1	Motor 29 Positive-end-limit-set bit
D:$E8D	Motor 29 Present master pos (1/[Ixx07*32] cts)
X:$EB4,24,S	Motor 29 Present phase position (counts *Ixx70)
D:$EB4	Motor 29 Present phase position (including fraction)
X:$EBC,8,16,S	Motor 29 Quadrature current-loop integrator output
X:$EB0,17,1	Motor 29 Running-program bit
Y:$EC0,11,1	Motor 29 Stopped-on-position-limit bit
D:$EC7	Motor 29 Target (end) position (1/[Ixx08*32] cts)
L:$ED7	Motor 29 Variable jog position/distance (cts)
Y:$EC0,1,1	Motor 29 Warning-following error bit
L:$ECF	Motor 29 X/U/A/B/C-Axis scale factor (cts/unit)
L:$ED0	Motor 29 Y/V-Axis scale factor (cts/unit)
L:$ED1	Motor 29 Z/W-Axis scale factor (cts/unit)
Y:$1B9,8,16,S	Motor 3 Actual direct current
D:$18B	Motor 3 Actual position (1/[Ixx08*32] cts)
X:$1B9,8,16,S	Motor 3 Actual quadrature current
X:$19D,0,24,S	Motor 3 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$1B0,19,1	Motor 3 Amplifier-enabled status bit
Y:$1C0,3,1	Motor 3 Amplifier-fault-error bit
Y:$10F1,2,1	Motor 3 autosave restored
D:$1EF	Motor 3 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$1D2	Motor 3 Axis offset (cts)
Y:$1C0,0,1	Motor 3 Background in-position bit
D:$188	Motor 3 Commanded position (1/[Ixx08*32] cts)
D:$190	Motor 3 Compensation correction (1/[Ixx08*32] cts)
Y:$1C0,20,4	Motor 3 CS number
X:$1B0,13,1	Motor 3 Desired-velocity-zero bit
Y:$1BC,8,16,S	Motor 3 Direct current-loop integrator output
X:$1B0,15,1	Motor 3 Dwell-in-progress bit
Y:$1CE,0,24,S	Motor 3 Encoder home capture position (cts)
Y:$1C0,2,1	Motor 3 Fatal-following-error bit
X:$1BF,8,16,S	Motor 3 Filter Output (16-bit DAC bits)
Y:$1C0,13,1	Motor 3 Foreground in-postion bit
Y:$1C0,10,1	Motor 3 Home-complete bit
Y:$1C0,5,1	Motor 3 I2T fault bit
Y:$1C0,15,1	Motor 3 in a CS?
Y:$1C0,6,1	Motor 3 Integrated following error fault bit
X:$1B0,22,1	Motor 3 Negative-end-limit-set bit
X:$1B0,18,1	Motor 3 Open-loop-mode bit
Y:$1C0,8,1	Motor 3 Phasing error fault bit
Y:$1C0,9,1	Motor 3 Phasing search-in-progress bit
X:$1AE,8,16,S	Motor 3 PID internal filter result (16-bit DAC bits)
D:$1CC	Motor 3 Position bias (1/[Ixx08*32] cts)
X:$1B0,21,1	Motor 3 Positive-end-limit-set bit
D:$18D	Motor 3 Present master pos (1/[Ixx07*32] cts)
X:$1B4,24,S	Motor 3 Present phase position (counts *Ixx70)
D:$1B4	Motor 3 Present phase position (including fraction)
X:$1BC,8,16,S	Motor 3 Quadrature current-loop integrator output
X:$1B0,17,1	Motor 3 Running-program bit
Y:$1C0,11,1	Motor 3 Stopped-on-position-limit bit
D:$1C7	Motor 3 Target (end) position (1/[Ixx08*32] cts)
L:$1D7	Motor 3 Variable jog position/distance (cts)
Y:$1C0,1,1	Motor 3 Warning-following error bit
L:$1CF	Motor 3 X/U/A/B/C-Axis scale factor (cts/unit)
L:$1D0	Motor 3 Y/V-Axis scale factor (cts/unit)
L:$1D1	Motor 3 Z/W-Axis scale factor (cts/unit)
Y:$F39,8,16,S	Motor 30 Actual direct current
D:$F0B	Motor 30 Actual position (1/[Ixx08*32] cts)
X:$F39,8,16,S	Motor 30 Actual quadrature current
X:$F1D,0,24,S	Motor 30 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$F30,19,1	Motor 30 Amplifier-enabled status bit
Y:$F40,3,1	Motor 30 Amplifier-fault-error bit
Y:$10F2,13,1	Motor 30 autosave restored
D:$F6F	Motor 30 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$F52	Motor 30 Axis offset (cts)
Y:$F40,0,1	Motor 30 Background in-position bit
D:$F08	Motor 30 Commanded position (1/[Ixx08*32] cts)
D:$F10	Motor 30 Compensation correction (1/[Ixx08*32] cts)
Y:$F40,20,4	Motor 30 CS number
X:$F30,13,1	Motor 30 Desired-velocity-zero bit
Y:$F3C,8,16,S	Motor 30 Direct current-loop integrator output
X:$F30,15,1	Motor 30 Dwell-in-progress bit
Y:$F4E,0,24,S	Motor 30 Encoder home capture position (cts)
Y:$F40,2,1	Motor 30 Fatal-following-error bit
X:$F3F,8,16,S	Motor 30 Filter Output (16-bit DAC bits)
Y:$F40,13,1	Motor 30 Foreground in-postion bit
Y:$F40,10,1	Motor 30 Home-complete bit
Y:$F40,5,1	Motor 30 I2T fault bit
Y:$F40,15,1	Motor 30 in a CS?
Y:$F40,6,1	Motor 30 Integrated following error fault bit
X:$F30,22,1	Motor 30 Negative-end-limit-set bit
X:$F30,18,1	Motor 30 Open-loop-mode bit
Y:$F40,8,1	Motor 30 Phasing error fault bit
Y:$F40,9,1	Motor 30 Phasing search-in-progress bit
X:$F2E,8,16,S	Motor 30 PID internal filter result (16-bit DAC bits)
D:$F4C	Motor 30 Position bias (1/[Ixx08*32] cts)
X:$F30,21,1	Motor 30 Positive-end-limit-set bit
D:$F0D	Motor 30 Present master pos (1/[Ixx07*32] cts)
X:$F34,24,S	Motor 30 Present phase position (counts *Ixx70)
D:$F34	Motor 30 Present phase position (including fraction)
X:$F3C,8,16,S	Motor 30 Quadrature current-loop integrator output
X:$F30,17,1	Motor 30 Running-program bit
Y:$F40,11,1	Motor 30 Stopped-on-position-limit bit
D:$F47	Motor 30 Target (end) position (1/[Ixx08*32] cts)
L:$F57	Motor 30 Variable jog position/distance (cts)
Y:$F40,1,1	Motor 30 Warning-following error bit
L:$F4F	Motor 30 X/U/A/B/C-Axis scale factor (cts/unit)
L:$F50	Motor 30 Y/V-Axis scale factor (cts/unit)
L:$F51	Motor 30 Z/W-Axis scale factor (cts/unit)
Y:$FB9,8,16,S	Motor 31 Actual direct current
D:$F8B	Motor 31 Actual position (1/[Ixx08*32] cts)
X:$FB9,8,16,S	Motor 31 Actual quadrature current
X:$F9D,0,24,S	Motor 31 Actual velocity (1/[Ixx09*32] cts/cyc)
X:$FB0,19,1	Motor 31 Amplifier-enabled status bit
Y:$FC0,3,1	Motor 31 Amplifier-fault-error bit
Y:$10F2,14,1	Motor 31 autosave restored
D:$FEF	Motor 31 Averaged actual velocity (1/[Ixx09*32] cts/cyc)
L:$FD2	Motor 31 Axis offset (cts)
Y:$FC0,0,1	Motor 31 Background in-position bit
D:$F88	Motor 31 Commanded position (1/[Ixx08*32] cts)
D:$F90	Motor 31 Compensation correction (1/[Ixx08*32] cts)
Y:$FC0,20,4	Motor 31 CS number
X:$FB0,13,1	Motor 31 Desired-velocity-zero bit
Y:$FBC,8,16,S	Motor 31 Direct current-loop integrator output
X:$FB0,15,1	Motor 31 Dwell-in-progress bit
Y:$FCE,0,24,S	Motor 31 Encoder home capture position (cts)
Y:$FC0,2,1	Motor 31 Fatal-following-error bit
X:$FBF,8,16,S	Motor 31 Filter Output (16-bit DAC bits)
Y:$FC0,13,1	Motor 31 Foreground in-postion bit
Y:$FC0,10,1	Motor 31 Home-complete bit
Y:$FC0,5,1	Motor 31 I2T fault bit
Y:$FC0,15,1	Motor 31 in a CS?
Y:$FC0,6,1	Motor 31 Integrated following error fault bit
X:$FB0,22,1	Motor 31 Negative-end-limit-set bit
X:$FB0,18,1	Motor 31 Open-loop-mode bit
Y:$FC0,8,1	Motor 31 Phasing error fault bit
Y:$FC0,9,1	Motor 31 Phasing search-in-progress bit
X:$FAE,8,16,S	Motor 31 PID internal filter result (16-bit DAC bits)
D:$FCC	Motor 31 Position bias (1/[Ixx08*32] cts)
X:$FB0,21,1	Motor 31 Positive-end-limit-set bit
